Date,HomeTeam,AwayTeam,FTR,Season,played,Time,HTREND,HTREND2,HTREND3,HTREND4,HTREND5,ATREND,ATREND2,ATREND3,ATREND4,ATREND5,HPOINT,APOINT,HLM,ALM,HLM_1,ALM_1,AAG_1,HAG_1,AAGC_1,HAGC_1,HLM_2,ALM_2,AAG_2,HAG_2,AAGC_2,HAGC_2,HLM_3,ALM_3,AAG_3,HAG_3,AAGC_3,HAGC_3,HLM_4,ALM_4,AAG_4,HAG_4,AAGC_4,HAGC_4,HLM_5,ALM_5,AAG_5,HAG_5,AAGC_5,HAGC_5,ACUM,HCUM,AAG,HAG,AAGC,HAGC,UO25
2013-10-25 00:00:00,17,11,A,1314,1,0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,7.0,15.0,0,3,3.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,8.0,12.0,1.0,3.0,0.0,1.0,0
2013-10-27 00:00:00,25,22,D,1314,1,0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,9.0,11.0,1,1,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,13.0,10.0,2.0,3.0,1.0,2.0,1
2013-11-01 00:00:00,22,12,H,1314,1,0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,10.0,3,0,3.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,2.0,4.0,3.0,2.0,1
2013-11-02 00:00:00,0,30,A,1314,1,0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0,3,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,1
2013-11-02 00:00:00,8,28,H,1314,1,0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,6.0,9.0,3,0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,2.0,1.0,1.0,2.0,1
2013-11-02 00:00:00,20,9,H,1314,1,0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,13.0,3,0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,2.0,1.0,1.0,2.0,0
2013-11-02 00:00:00,23,4,H,1314,1,0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,9.0,13.0,3,0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,1.0,4.0,0.0,1
2013-11-02 00:00:00,24,21,D,1314,1,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,7.0,1,1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,11.0,8.0,0.0,2.0,1.0,0.0,0
2013-11-02 00:00:00,26,25,D,1314,1,0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,8.0,1,1,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,0
2013-11-03 00:00:00,11,14,H,1314,1,0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,8.0,13.0,3,0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,9.0,12.0,2.0,3.0,2.0,2.0,0
