Date,HomeTeam,AwayTeam,FTR,Season,played,Time,HTREND,HTREND2,HTREND3,HTREND4,HTREND5,ATREND,ATREND2,ATREND3,ATREND4,ATREND5,HPOINT,APOINT,HLM,ALM,HLM_1,ALM_1,AAG_1,HAG_1,AAGC_1,HAGC_1,HLM_2,ALM_2,AAG_2,HAG_2,AAGC_2,HAGC_2,HLM_3,ALM_3,AAG_3,HAG_3,AAGC_3,HAGC_3,HLM_4,ALM_4,AAG_4,HAG_4,AAGC_4,HAGC_4,HLM_5,ALM_5,AAG_5,HAG_5,AAGC_5,HAGC_5,ACUM,HCUM,AAG,HAG,AAGC,HAGC,UO25
2013-10-18 00:00:00,14,5,H,1314,1,0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,10.0,7.0,3,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,1.0,1.0,0.0,1
2013-10-21 00:00:00,50,40,A,1314,1,0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,6.0,9.0,0,3,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,13.0,1.0,3.0,1.0,1.0,1
2013-10-26 00:00:00,53,34,H,1314,1,0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,8.0,13.0,3,0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,1
2013-10-26 00:00:00,54,21,A,1314,1,0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,5.0,9.0,0,3,3.0,3.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,5.0,2.0,7.0,7.0,2.0,5.0,1.0,2.0,1
2013-11-01 00:00:00,14,54,D,1314,1,0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,11.0,5.0,1,1,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,11.0,1.0,1.5,1.0,0.5,0
2013-11-01 00:00:00,21,37,D,1314,1,0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,8.0,1,1,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,0.0,1.0,5.0,0.0,1
2013-11-01 00:00:00,22,5,D,1314,1,0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,1,1,3.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,14.0,0.5,2.0,1.5,1.0,0
2013-11-01 00:00:00,27,48,H,1314,1,0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,3,0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,0
2013-11-01 00:00:00,34,63,H,1314,1,0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,12.0,3,0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,14.0,13.0,2.0,3.0,1.0,2.0,0
2013-11-01 00:00:00,39,53,H,1314,1,0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,3,0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,8.0,7.0,1.0,2.0,1.0,1.0,0
